-27.635857,32.683823,-1013.550781
-25.711132,35.709934,-1013.938477
-26.527838,36.827354,-1012.145020
-25.456203,36.060909,-1013.269043
-26.629110,33.653015,-1012.168945
-26.514660,34.672787,-1009.581543
-26.200785,36.215496,-1008.703613
-26.525091,37.613716,-1006.030273
-26.131214,38.792355,-1007.819824
-26.437275,36.305019,-1008.039551
-26.406694,37.020248,-1008.529297
-26.238426,35.932835,-1008.673340
-26.355495,37.146191,-1007.373535
-26.162222,37.210964,-1008.126465
-26.250841,36.754459,-1007.919434
-26.255886,37.055599,-1008.114258
-26.232574,36.639359,-1008.289551
-26.344774,36.974373,-1007.861328
-26.346825,37.034172,-1008.104004
-26.443745,36.890110,-1007.997559
-26.492460,37.050106,-1008.039551
-26.471094,35.340145,-1008.144531
-26.481501,35.101360,-1008.000000
-26.383244,31.931826,-1008.104004
-26.345211,31.815680,-1008.059570
-26.262648,29.413908,-1008.076172
-26.202475,28.896236,-1008.121582
-26.180595,28.973886,-1008.068359
-26.159082,29.247238,-1008.102051
-26.211597,33.332275,-1008.062988
-26.237574,35.196350,-1008.053223
-26.277727,38.306564,-1008.055176
-26.287090,37.878716,-1009.580566
-26.295557,37.188404,-1011.491699
-26.323826,36.358070,-1014.998535
-26.358860,36.437363,-1015.114746
-26.392572,36.721416,-1015.333008
-26.408041,37.290237,-1013.018555
-26.390751,36.866665,-1012.010254
-26.366173,36.834583,-1011.849609
-26.328745,36.764915,-1009.372070
-26.298197,37.050472,-1006.293457
-26.309639,36.965023,-1007.596191
-26.329660,36.988834,-1007.985840
-26.358015,36.951324,-1008.412109
-26.392599,36.920048,-1008.759766
-26.425880,36.955917,-1009.013184
-26.450136,36.885921,-1011.508789
-26.454226,36.864311,-1014.877441
-26.432192,36.838715,-1016.674316
-26.379326,35.259129,-1017.482422
-26.321463,33.359829,-1016.389648
-26.251879,29.784147,-1015.288086
-26.219957,28.086920,-1015.848633
-26.204206,27.518667,-1015.651855
-26.213636,28.231379,-1016.607910
-26.213636,28.231379,-1016.607910
-26.232931,29.627756,-1016.082031
-26.233389,29.036238,-1015.925781
-26.243437,29.299778,-1014.476074
-26.243437,29.299778,-1014.476074
-26.243458,28.460373,-1013.965332
-26.277485,30.397318,-1012.658203
-26.325459,32.523232,-1014.366699
-26.385374,35.905128,-1015.413574
-26.385374,35.905128,-1015.413574
-24.885998,37.727985,-1015.181641
-23.004492,38.006542,-1013.868164
-19.485367,37.422649,-1008.582031
-19.317965,36.159912,-1007.742676
-20.607031,36.765800,-1006.083008
-24.738985,36.625584,-1007.930176
-27.675941,35.823715,-1009.015137
-27.580036,33.561413,-1008.064941
-27.110994,31.347528,-1008.577637
-25.000967,31.695097,-1007.340332
-26.069839,34.528358,-1008.044434
-26.127560,35.580677,-1008.245605
-26.127560,35.580677,-1008.245605
-26.863297,37.054653,-1007.986816
-26.612503,34.037453,-1008.300293
-26.112928,34.854824,-1007.859863
-26.325127,35.699249,-1008.046387
-26.325127,35.699249,-1008.046387
-26.249371,37.211964,-1008.096680
-26.469233,37.361519,-1007.999023
-26.422335,32.927326,-1008.164551
-26.250395,31.723188,-1008.018066
-26.250395,31.723188,-1008.018066
-26.296726,30.687410,-1008.081055
-26.236547,33.268307,-1008.083008
-26.275148,33.913452,-1008.041504
-26.236057,31.757067,-1008.108887
-26.236057,31.757067,-1008.108887
-26.163342,30.636194,-1008.064453
-26.201031,30.397007,-1008.083496
-26.237432,33.179913,-1008.075195
-26.316769,34.545277,-1008.052734
-26.337648,31.840639,-1008.086426
-26.324280,29.325874,-1008.083496
-26.324133,27.860308,-1008.096191
-26.326599,31.426794,-1008.080566
-26.310926,34.729248,-1008.057617
-26.270247,36.425941,-1009.600586
-26.204290,35.307690,-1011.494141
-26.206114,35.073921,-1015.006348
-26.243277,35.441292,-1016.668457
-26.334736,37.433838,-1017.216797
-26.412977,38.025105,-1016.529297
-26.450081,37.040638,-1015.214355
-26.479990,37.053219,-1015.845215
-26.453369,35.874073,-1015.639648
-26.440138,37.175869,-1016.473633
-26.395151,36.877911,-1016.098633
-26.356049,36.867294,-1014.321289
-26.336323,36.950520,-1012.553223
-26.317892,36.546787,-1008.889648
-26.329330,36.991165,-1007.493652
-26.345221,36.941315,-1008.400879
-26.336884,35.421272,-1009.376465
-26.342115,35.127995,-1012.370117
-26.300077,33.291508,-1011.357910
-26.306992,35.232876,-1012.442383
-26.305351,36.259346,-1013.837891
-26.321316,37.499657,-1015.214844
-26.357965,38.174244,-1017.990723
-26.363386,36.162479,-1016.297852
-26.418589,37.094303,-1016.220703
-26.432169,36.046383,-1015.363281
-26.453062,37.317444,-1015.354492
-26.255322,27.645050,-1015.273438
-26.238077,29.443071,-1014.325195
-26.200775,29.303032,-1012.297363
-26.181900,29.507818,-1009.527344
-26.166275,28.376131,-1007.532227
-26.182714,28.583609,-1006.738281
-26.205389,28.885994,-1007.537109
-26.237692,30.435232,-1008.724121
-26.264908,32.577721,-1008.317871
-26.307770,35.830170,-1008.449219
-24.810804,37.578274,-1009.107910
-22.965933,38.231518,-1011.457520
-19.513575,37.516476,-1015.206543
-17.875261,36.282387,-1016.855957
-18.850842,35.245514,-1017.543945
-21.378500,33.093777,-1016.530762
-21.378500,33.093777,-1016.530762
-27.096764,28.241274,-1015.887207
-27.838678,27.442747,-1015.630859
-26.345854,29.781126,-1016.570801
-25.434021,32.874817,-1014.560547
-26.319731,36.064529,-1012.428223
-25.982296,37.901806,-1009.050781
-26.958960,37.591858,-1007.194824
-26.311741,37.369328,-1006.954590
-26.311741,37.369328,-1006.954590
-26.146351,36.229504,-1007.537598
-26.358677,36.858387,-1008.798340
-26.151125,36.795181,-1008.222656
-26.521175,37.348175,-1008.337402
-26.360191,37.045521,-1009.144531
-26.300175,35.243683,-1011.392090
-26.353153,33.402264,-1015.130859
-26.181871,29.762100,-1015.166992
-26.289532,29.821739,-1013.950684
-26.218508,29.573622,-1009.520996
-26.232239,31.845848,-1006.593262
-26.266504,31.345509,-1006.733398
-26.199493,29.528721,-1007.168945
-27.756126,28.514536,-1009.374512
-28.050993,27.007816,-1008.290039
-29.669235,29.340998,-1008.238770
-27.851465,28.773972,-1007.585449
-26.770306,29.724604,-1007.796387
